org_profile_id,org_name
ORGPROF-1304469263,Suresh
ORGPROF-1304469361,Srinijan Enterprises 
ORGPROF-1304469260,ATSM CHIKKIS AND SAVOURIES - Bengaluru
ORGPROF-1304469261,Sri Sai Foods
ORGPROF-1304469258,SG Marketing Bar
ORGPROF-1304469259,Atharv Enterprises
ORGPROF-1304469256,J24 Essential BTM Assets
ORGPROF-1304469254,MARICO LTD. - Ahmedabad
ORGPROF-1304469257,RASNA PRIVATE LIMITED - Ahmedabad
ORGPROF-1304469252,AISHWARYAM AGENCIES - Chennai
ORGPROF-1304469255,M/S GAURI TRADING CORPORATION - Lucknow
ORGPROF-1304469250,Asal Food Products Private Limited 
ORGPROF-1304469253,PINTU'Z DI HATTI - Hoshiarpur
ORGPROF-1304469248,Kiran Enterprises
ORGPROF-1304469249,Customer Return Hoskote 
ORGPROF-1304469278,Customer Return Telecom Layout
ORGPROF-1304466124,SHANTI SPICES & DRY FRUITS
ORGPROF-1304469363,ANNAPURNA ENTERPRISES V
ORGPROF-1304469279,Vishanu Cosmetic 
ORGPROF-1304469277,Amazon Distributors Pvt Ltd
ORGPROF-1304469274,Bag Vendor Local
ORGPROF-1304469275,coorg Honey1kg
ORGPROF-1304469272,GOPANE CONSUMER PRODUCT PRIVATE LIMITED - Hyderabad
ORGPROF-1304469273,M/S OM SHREE RATAN TRADERS
ORGPROF-1304469270,M/s Mahalakshmi HORECA Solutions - Bengaluru
ORGPROF-1304469271,Customer Returns Horamavu
ORGPROF-1304469268,M/S. SHREE SHAKAMBARI INDUSTRIES
ORGPROF-1304469269,MODARN FOOD ENTERPRISES PVT LTD
ORGPROF-1304469266,Citicart Cary Bag
ORGPROF-1304469267,GMR DALL INDUSTRIES
ORGPROF-1304469264,Market Purches FNV
ORGPROF-1304469265,M/S. RITESH UDYOG - Jamshedpur
ORGPROF-1304469276,J24 - Jaya Fresh Mart
ORGPROF-1304469294,Customer Return - BTM
ORGPROF-1304469295,Customer Return Neeladri Store
ORGPROF-1304469290,Rayar Agencies
ORGPROF-1304469292,ARTI AGENCIES - Lucknow
ORGPROF-1304469293,Reliance Retail Limited 
ORGPROF-1304469288,Customer Return
ORGPROF-1304469291,Customer Returns (Mj Astro)
ORGPROF-1304469284,Customer Return- Kothanur
ORGPROF-1304469286,J24 Essential
ORGPROF-1304469287,Castamar Return KR Puram 
ORGPROF-1304469289,Customer Return
ORGPROF-1304469285,Customer Returns - Bapujinagar 
ORGPROF-1304469280,Mathaji Marketing 
ORGPROF-1304469281,RAAZ AGENCIES
ORGPROF-1304469282,Customer Return Fresh Farm Junkie 
ORGPROF-1304469283,Customer Return Citicart 
ORGPROF-1304469304,Earappa Reddy Layout Customer Return
ORGPROF-1304469305,Hoysala Nagar Cucumber Return
ORGPROF-1304469306,Earappa Reddy Layout 
ORGPROF-1304469307,N MUNISWAMY REDDY AND SONS
ORGPROF-1304469308,Customer  Returns Margondanahalli 
ORGPROF-1304469309,PLATINUM TRADER'S 
ORGPROF-1304469310,Customer Returns Vbhc
ORGPROF-1304469311,Customer  Return Kodichikkanahalli 
ORGPROF-1304469302,Hoysala Nagar Customer Return
ORGPROF-1304469303,Customer Returns KALKERE 
ORGPROF-1304469301,Customar Return - kamakshipalya 
ORGPROF-1304469299,Customer Returns - Springfield Apartment 
ORGPROF-1304469297,Local Cloth Bags 
ORGPROF-1304469454,Cloth Bags
ORGPROF-1304469455,Customer Return - Satlight Town
ORGPROF-1304469452,Havoc Jo
ORGPROF-1304469453,Jaya
ORGPROF-1304469448,SD Enterprises
ORGPROF-1304469449,J24 Eastland Citedal Assets
ORGPROF-1304469451,J.Praveen Kumar
ORGPROF-1304469444,Narendra
ORGPROF-1304469445,@my Soul
ORGPROF-1304469446,Vmconcierge India Private Limited 
ORGPROF-1304469447,Ranjith
ORGPROF-1304469442,KRISH TRADERS - Patna
ORGPROF-1304469443,Nrj12ka4
ORGPROF-1304469440,EATSPITAL FOODS PRODUCTS PRIVATE LIMITED - Patna
ORGPROF-1304469441,SHOPPERS SPOT (CHENNAI) LIMITED - Chennai
ORGPROF-1304469470,P. N. BROTHERS - Patna
ORGPROF-1304469471,P. N. BROTHERS - Patna
ORGPROF-1304469468,J PRAVEEN KUMAR 
ORGPROF-1304469469,Sunrise Foods Authorised Dealers
ORGPROF-1304465492,ITC Limited - Patna
ORGPROF-1304467096,M/S. ITC LIMITED - Bhubaneswar
ORGPROF-1304469333,I T C LIMITED - Ahmedabad
ORGPROF-1304469466,SHIVTARA GRAINS PRIVATE LIMITED
ORGPROF-1304469467,Vijay Agencies
ORGPROF-1304474931,ITC Limited
ORGPROF-1304477248,ITC Limited Hubli
ORGPROF-1304478072,I T C LIMITED VIZAG
ORGPROF-1304478075,I T C LIMITED VIJAYAWADA
ORGPROF-1304478108,ITC Limited Chandigarh
ORGPROF-1304479245,ITC Limited - Chennai
ORGPROF-1304479382,ITC Limited - Lucknow
ORGPROF-1304479473,ITC Limited - Gurgaon
ORGPROF-1304479774,ITC Limited - Hyderabad
ORGPROF-1304479814,ITC Limited - Jaipur
ORGPROF-1304480058,ITC Limited - Ranchi
ORGPROF-1304480068,ITC Limited - Pune
ORGPROF-1304480070,ITC Limited - Coimbatore
ORGPROF-1304480071,ITC Limited - Trichy
ORGPROF-1304469464,V M Global
ORGPROF-1304469465,KRISHNA VASUDEVA FOODS AND DERIVATIVES PRIVATE LIMITED
ORGPROF-1304469462,LIMAR DISTRIBUTOR 
ORGPROF-1304469460,ITC LIMITED Hublli (Atta)
ORGPROF-1304469463,ITC LIMITED Bangalore (Atta)
ORGPROF-1304469461,ITC LIMITED CHANDIGARH (Atta)
ORGPROF-1304469458,ITC LIMITED GURGAON (Atta)
ORGPROF-1304469459,Rk Distribution 
ORGPROF-1304469456,Customer Returns 
ORGPROF-1304469457,S VV Enterprises 
ORGPROF-1304469486,Customers Returns @ bagalkunte 
ORGPROF-1304469487,Gdfyj
ORGPROF-1304469300,SNN FOODS CHENNAI
ORGPROF-1304469484,Jaya Mart
ORGPROF-1304469482,Customer Return Maruthi Nagara
ORGPROF-1304469485,Customer Return - Hongsandra
ORGPROF-1304469483,Customer Returns Hmt Layout 
ORGPROF-1304469480,MJ Astro
ORGPROF-1304469478,NLT AGRO FOODS PRIVATE LIMITED
ORGPROF-1304469481,M/S RAM SHYAM TRADERS
ORGPROF-1304469479,Nature Corporation
ORGPROF-1304469476,LALTA PRASAD ANAND KUMAR - Lucknow
ORGPROF-1304469474,Customers Return- Jakkasandra
ORGPROF-1304469477,YASHAS AND Coldring
ORGPROF-1304469475,Customer Return
ORGPROF-1304469472,Om Sri Chowdeshwari Agency 
ORGPROF-1304469473,Ravens Trading Corporation 
ORGPROF-1304469502,SHYAM TRADERS - Jaipur
ORGPROF-1304469503,MULTIPLE AGENCY - Salem
ORGPROF-1304469500,M/S OM AJENCY - Lucknow
ORGPROF-1304469501,J PRAVEEN KUMAR 
ORGPROF-1304469498,Vijaya Foods
ORGPROF-1304469499,Nandini Store @ Customer Returns 
ORGPROF-1304469496,H K G N MARKETING 
ORGPROF-1304469497,Ashapura Agencies
ORGPROF-1304469296,Shuddha Ruchi
ORGPROF-1304469492,LUXN BIOTECH INDIA PRIVATE LIMITED - Gurgaon
ORGPROF-1304469494,H N R DISTRIBUTORS
ORGPROF-1304469495,SUNRISE Everyday Breads 
ORGPROF-1304469493,DURGADEVI ENTERPRISES - Hubballi
ORGPROF-1304469390,Multimagnet Industries 
ORGPROF-1304469488,Essential Hormavu Assets
ORGPROF-1304469489,MEGHA FRUIT PROCESSING PRIVATE LIMITED - Telangana
ORGPROF-1304469491,Well Seasoned Ventures Private Limited 
ORGPROF-1304469388,SRI BALAMURUGAN SWEETS - Bengaluru
ORGPROF-1304469389,S L V  marketing 
ORGPROF-1304469391,Essentials Neeladri Road Assets 
ORGPROF-1304469386,Essential Hennur Assets 
ORGPROF-1304469387,Kodichikkanahalli Asset 
ORGPROF-1304469382,ITC LIMITED PUNE (Atta)
ORGPROF-1304469383,ITC LIMITED JAIPUR (Atta)
ORGPROF-1304469385,ITC LIMITED RANCHI (Atta)
ORGPROF-1304469380,ITC LIMITED HYDERABAD (Atta)
ORGPROF-1304469381,ITC LIMITED PATNA (Atta)
ORGPROF-1304469376,ITC LIMITED Ahmedabad (Atta)
ORGPROF-1304469379,ITC LIMITED BHUBANESWAR (Atta)
ORGPROF-1304469251,RISHAUB TRADERS BLR
ORGPROF-1304469405,Welcome Traders 
ORGPROF-1304469406,ITC LIMITED Vizag (Atta)
ORGPROF-1304469407,ITC LIMITED VIJAYAWADA (Atta)
ORGPROF-1304479779,Nishank Enterprises - Hubballi
ORGPROF-1304469377,ITC LIMITED CHENNAI (Atta)
ORGPROF-1304469402,ITC LIMITED COIMBATORE (Atta)
ORGPROF-1304469404,ITC LIMITED TRICHY (Atta)
ORGPROF-1304469400,A.K.S.Traders - Coimbatore
ORGPROF-1304469401,SHRI JAYAMEERA MALIGAI - Coimbatore
ORGPROF-1304469403,M.Kasim & Sons - Coimbatore
ORGPROF-1304469398,Shree Srinivaas Agencies - Coimbatore
ORGPROF-1304469399,Essential Kr Assets
ORGPROF-1304469298,SLV TRADERS
ORGPROF-1304469396,Catalog 
ORGPROF-1304469394,Essentials Earappa Reddy Layout Assets 
ORGPROF-1304469395,Essential Kr Puram 2 Assets 
ORGPROF-1304469397,J24 Essential Hoskote Assets 
ORGPROF-1304469392,M/S S.S.TRADERS - Lucknow
ORGPROF-1304469393,UPRISING DISTRIBUTION CO - Ghaziabad
ORGPROF-1304469422,DEEPALI TRADING COMPANY - Punjab (Budweiser)
ORGPROF-1304469423,M/S VIRAJ SALES CORPORATION - Lucknow
ORGPROF-1304469420,Ragavendra Enterprises
ORGPROF-1304469421,Essentials Doctor Layout Assets 
ORGPROF-1304469418,G S ENTERPRISES - Chennai
ORGPROF-1304469419,Essentials Kalkere Assets 
ORGPROF-1304469416,Mahaveer 
ORGPROF-1304469414,OUTSPACE - Bhubaneswar
ORGPROF-1304469417,RSK ENTERPRISES - Chennai
ORGPROF-1304469412,Essentials Hoysala Nagar Assets
ORGPROF-1304469415,AGARWAL AGENCIES - Lucknow
ORGPROF-1304466392,MEGHA FRUIT PROCESSING PVT LTD - Andhra Pradesh
ORGPROF-1304469490,MEGHA FRUIT PROCESSING PVT LTD - Tamil Nadu
ORGPROF-1304469410,Essentials VBHC assets 
ORGPROF-1304469413,Essential Fresh Kothanur Assets
ORGPROF-1304469411,Sri Sai Ram
ORGPROF-1304469408,Arun Kumar
ORGPROF-1304469409,Essentials Surya Nagar Assets 
ORGPROF-1304469438,SHASHI NATURAL AND ORGANICS PVT LTD 
ORGPROF-1304469439,Kumaraswamy Layout Costemer Riturn
ORGPROF-1304469436,NABATI WAFER
ORGPROF-1304469437,Anvita Organics 
ORGPROF-1304469434,Essentials Kamashipalya Assets 
ORGPROF-1304469432,Uttarahalli 
ORGPROF-1304466325,Raghavendra Industries
ORGPROF-1304469435,RAGHAVENDRA INDUSTRIES
ORGPROF-1304469433,M.M.s Agencies
ORGPROF-1304469430,Essentials Margondahalli Assests
ORGPROF-1304469428,Nagarbhavi Asset 
ORGPROF-1304469431,K M S Trading Corporation 
ORGPROF-1304469429,Essentials Telecom Layout 
ORGPROF-1304469426,VR Foods &Bakes
ORGPROF-1304469427,6TREES AGRO PRIVATE LIMITED - Hyderabad
ORGPROF-1304469424,Hegganahalli 
ORGPROF-1304469425,J24 Essential Bren Avlon
ORGPROF-1304469070,SRI DURGA ASSOCIATES - Hyderabad
ORGPROF-1304469071,Rajajinagar Asset
ORGPROF-1304469068,V R Foods & Bakes 
ORGPROF-1304469069,MUKESH BROTHERS - Jaipur
ORGPROF-1304469066,SLV DISTRIBUTORS
ORGPROF-1304469067,SAGAR ENTERPRISES 
ORGPROF-1304469064,MAM CHAND & SONS
ORGPROF-1304469065,SHREE BANKEY BIHARI TRADERS
ORGPROF-1304469062,M S TRADERS - Lucknow
ORGPROF-1304469063,AGARWAL DISTRIBUTORS - Lucknow
ORGPROF-1304469060,VEERABHADRA ENTERPRISES - Hyderabad
ORGPROF-1304469061,SAGARR ENTERPRISES - Bengaluru
ORGPROF-1304469058,H S Traders
ORGPROF-1304469059,G N AGENIES
ORGPROF-1304469056,J24 - Station 777 The V Mart
ORGPROF-1304469057,Vsl Enterprises 
ORGPROF-1304469084,Sanjay Kumar
ORGPROF-1304469086,M/S DEEP ENTERPRISES - Ranchi
ORGPROF-1304469087,VICKY KUMAR
ORGPROF-1304469085,Mask
ORGPROF-1304469082,MJ Astro 
ORGPROF-1304469080,Isha Misthi Asset 
ORGPROF-1304469083,Avende Super Mart 
ORGPROF-1304469081,Isha Misthi Asset Inwarding 
ORGPROF-1304469078,Customer Return @ Nagarbhavi Store
ORGPROF-1304469079,SONI ENTERPRISES
ORGPROF-1304469076,HYDERABAD FOOD PRODUCTS PRIVATE LIMITED - Hyderabad
ORGPROF-1304469077,Sk Enterprises & Promotion 
ORGPROF-1304469074,FAITHWAY MARKET
ORGPROF-1304469075,HITECH SPICES PRIVATE LIMITED
ORGPROF-1304469072,Brothers Store 
ORGPROF-1304469073,Mohith
ORGPROF-1304469102,Asal Food Products Private Limited 
ORGPROF-1304469103,Pranam Store
ORGPROF-1304469100,Mohith
ORGPROF-1304469101,Jay Fresh Mart
ORGPROF-1304469098,Mohith
ORGPROF-1304469096,GR Mart
ORGPROF-1304469099,PADMA FOOD PRODUCTS
ORGPROF-1304469450,UHSIR INDUSTRIES PRIVATE LIMITED
ORGPROF-1304469097,Mohith
ORGPROF-1304469094,Mohith
ORGPROF-1304469095,M/S ROUNAK ENTERPRISES
ORGPROF-1304469088,JNTL Consumer Health (India) Private Limited - WB
ORGPROF-1304469090,JNTL Consumer Health (India) Private Limited - Jaipur
ORGPROF-1304469091,JNTL Consumer Health (India) Private Limited - Patna
ORGPROF-1304469092,JNTL Consumer Health (India) Private Limited - HP
ORGPROF-1304469093,JNTL Consumer Health (India) Private Limited - Haryana
ORGPROF-1304469089,JNTL Consumer Health (India) Private Limited - Ranchi
ORGPROF-1304469116,JNTL Consumer Health (India) Private Limited - Bengaluru
ORGPROF-1304469117,JNTL Consumer Health (India) Private Limited - Delhi
ORGPROF-1304469118,JNTL Consumer Health (India) Private Limited - Indore
ORGPROF-1304469119,JNTL Consumer Health (India) Private Limited - Mumbai
ORGPROF-1304469114,MAA SAVITRI TRADERS
ORGPROF-1304469112,Pramod 
ORGPROF-1304469113,Pramod 
ORGPROF-1304469115,V N S Super Market Asste
ORGPROF-1304469110,Pramod 
ORGPROF-1304469111,SATYA SAI TRADERS
ORGPROF-1304469108,Al Family Mart
ORGPROF-1304469109,Pramod 
ORGPROF-1304469106,Family Mart 
ORGPROF-1304469104,JNTL Consumer Health (India) Private Limited - Lucknow
ORGPROF-1304469107,Organicas India Sir Millet House 
ORGPROF-1304469004,An Mini Mart Asset
ORGPROF-1304469006,Mohith 
ORGPROF-1304469007,JNTL Consumer Health (India) Private Limited - Assam
ORGPROF-1304469105,JNTL Consumer Health (India) Private Limited - Bhubaneswar
ORGPROF-1304469002,JNTL Consumer Health (India) Private Limited - Kheda
ORGPROF-1304469005,JNTL Consumer Health (India) Private Limited - Chennai
ORGPROF-1304469000,JNTL Consumer Health (India) Private Limited - Chandigarh
ORGPROF-1304469001,JNTL Consumer Health (India) Private Limited - Hyderabad
ORGPROF-1304469003,JNTL Consumer Health (India) Private Limited - Kochi
ORGPROF-1304468998,Swastik Asset 
ORGPROF-1304468999,Mohith 
ORGPROF-1304468994,MOHITH
ORGPROF-1304468995,MAHIGOURMET FOODS PRIVATE LIMITED - Bengaluru
ORGPROF-1304468996,V V D AND SONS PVT LTD - Bengaluru
ORGPROF-1304468997,VVD AND SONS PRIVATE LIMITED - Chennai
ORGPROF-1304468992,SOWBHAGYA FOODS - Bengaluru
ORGPROF-1304468993,TASTY FOOD COMPANY - Bengaluru
ORGPROF-1304469022,SAI RAM TRADERS - New Delhi
ORGPROF-1304469023,M/S SURESH CHANDRA & COMPANY - Lucknow
ORGPROF-1304469020,M/S CLASSIC INDIA - Ranchi
ORGPROF-1304469018,RAJAT ENTERPRISES - Sirsa
ORGPROF-1304469019,M/S JAI MAA SHOBHA AUSHADHALAYA - Lucknow
ORGPROF-1304469021,INTELLIGENT RETAIL PRIVATE LIMITED - Pune
ORGPROF-1304469016,SHREE LAXMI CORPORATION - Cuttack
ORGPROF-1304469017,SHREE KRISHNA TRADERS - Trichy
ORGPROF-1304469015,G S Enterprises
ORGPROF-1304469012,Mohith 
ORGPROF-1304469013,Organicas India Siri Millet House 
ORGPROF-1304469010,Shenoy.S Mart Assets 2
ORGPROF-1304469011,Mohith 
ORGPROF-1304469008,Benglore Rusks And Snacks
ORGPROF-1304469009,Mohith
ORGPROF-1304469038,MOHITH 
ORGPROF-1304469036,D-Day To Day Mini Mart
ORGPROF-1304469039,Day To Day Mini Mart
ORGPROF-1304469037,Dummy
ORGPROF-1304469034,Gowri Enterprises 
ORGPROF-1304469032,SAPORY TRADELINKERS PRIVATE LIMITED - Kanpur
ORGPROF-1304469035,The discount shop
ORGPROF-1304469030,SAARAV ENTERPRISES - Bengaluru
ORGPROF-1304469033,FELISTON - Bengaluru
ORGPROF-1304469028,Sanjay 
ORGPROF-1304469029,Karthik Test
ORGPROF-1304469031,Channa Krishna 
ORGPROF-1304469026,BHAGWAN DASS PURAN CHAND - Gurgaon
ORGPROF-1304469027,Sri Vinayaka Agencies
ORGPROF-1304469024,M/S PREKSHA ENTERPRISES - Hyderabad
ORGPROF-1304469025,A.S. ENTERPRISES - Chennai
ORGPROF-1304469054,SHREE SAI LAXMI NARSIMHA ENTERPRISES -
ORGPROF-1304469055,Pragati Agencies
ORGPROF-1304469052,I TRADERS
ORGPROF-1304469053,Raghavendra Industries
ORGPROF-1304469050,D Mart
ORGPROF-1304469051,Manjushree Enterprises
ORGPROF-1304469048,Kiran Enterprises
ORGPROF-1304469049,Manjunatha Provision Store
ORGPROF-1304469046,ARPAN TRADING COMPANY - Jaipur
ORGPROF-1304469047,SPACE AGE Personal Care - Bhubaneswar
ORGPROF-1304469044,K.M.R. ENTERPRISES 
ORGPROF-1304469042,Base Camp 
ORGPROF-1304469045,S V Agencies
ORGPROF-1304469043,POOSARLA TADERS
ORGPROF-1304469040,Rithwick Enterprises 
ORGPROF-1304469041,Yashas Coc 
ORGPROF-1304469198,INDIRA FOOD PRODUCTS
ORGPROF-1304469199,OM TRADERS
ORGPROF-1304469196,SMD ENTERPRISES
ORGPROF-1304469192,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Telangana
ORGPROF-1304469194,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Maharashtra
ORGPROF-1304469195,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Punjab
ORGPROF-1304469197,RECON OIL INDUSTRIES PRIVATE LIMITED - Hyderabad
ORGPROF-1304469190,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Ghaziabad
ORGPROF-1304469191,S.K. ENTERPRISES - Hyderabad
ORGPROF-1304469193,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Karnataka
ORGPROF-1304469188,SRI KANAKADURGA ENTERPRISES - Hyderabad
ORGPROF-1304469189,SRI SRINIVASA INDUSTRIES - Hyderabad
ORGPROF-1304469186,NARAYAN ENTERPRISES - Lucknow
ORGPROF-1304469187,FRIENDS ENTERPRISES - Lucknow
ORGPROF-1304469184,I Plus Solution 
ORGPROF-1304469185,MAHALAKSHMI DISTRIBUTORS
ORGPROF-1304469214,"V ,V Enterprises "
ORGPROF-1304469215,J24essentails Hegganahalli
ORGPROF-1304469213,Catalog 
ORGPROF-1304466429,SKANDA ENTERPRISES
ORGPROF-1304469210,F&V MARKET PURCHASE
ORGPROF-1304469208,UNITED FOODS
ORGPROF-1304469209,M/S VANDANA ENTERPRISES - Ranchi
ORGPROF-1304469211,HEALTHY HEART FOODS - Hyderabad
ORGPROF-1304469202,SHREE KESAR TRADING COMPANY - Hyderabad
ORGPROF-1304469204,Yogi
ORGPROF-1304469205,Basant Marketing 
ORGPROF-1304469206,Deepak 
ORGPROF-1304469207,Raghavendra 
ORGPROF-1304469200,JP ENTERPRISES - Bengaluru
ORGPROF-1304469203,VIAND FOODS - Hyderabad
ORGPROF-1304469201,KAIROS
ORGPROF-1304469230,FARMONIX PRODUCT'S PRIVATE LIMITED
ORGPROF-1304469231,Kallath Trading Co.
ORGPROF-1304469228,SHREE SHYAM FOOD PRODUCT
ORGPROF-1304469226,HARJEET AGENCY - Lucknow
ORGPROF-1304469229,CLICK PLUS SOLUTIONS PRIVATE LIMITED - Vijayawada
ORGPROF-1304469227,Galaxy Commercials
ORGPROF-1304469224,PRABHULAL & SONS
ORGPROF-1304469225,Ramu Test 
ORGPROF-1304469222,Bhairava Enterprises
ORGPROF-1304469212,SAMARTH SALES
ORGPROF-1304469220,Organicas India 
ORGPROF-1304469221,AGARWAL DISTRIBUTORS
ORGPROF-1304469223,G N MART
ORGPROF-1304469218,Ravi Agencies
ORGPROF-1304469219,Raghus Foods
ORGPROF-1304469216,Sri Krishna Tulasi
ORGPROF-1304469217,Catalog1
ORGPROF-1304469246,BVR AGRO FOODS
ORGPROF-1304469247,SHREE HANUMAN AGRO FOODS - Bengaluru
ORGPROF-1304477521,J24 Essentials Bren Avalon
ORGPROF-1304469242,Mahalaxmi Marketing 
ORGPROF-1304469244,STORIA FOODS & BEVERAGES PRIVATE LIMITED - Kolkata
ORGPROF-1304469245,SARA ENTERPRISE - Ahmedabad
ORGPROF-1304469243,RAMA LAKSHMI ENTERPRISES - Vizag
ORGPROF-1304469241,Sri Sai Food 
ORGPROF-1304464510,J24 - Essential Hennur
ORGPROF-1304476868,Arihanth Agencies
ORGPROF-1304478337,J24 Essential (Springfield Apartment)
ORGPROF-1304478342,J24 Essentials kamakhya Layout
ORGPROF-1304478355,J24 - Essentials (Maruti Nagar)
ORGPROF-1304478363,J24- Essentials (Bhuvneshwari Nagar)
ORGPROF-1304478367,J24 - Essentials (Sonesta Meadows)
ORGPROF-1304464578,J24 - Fresh Kothanur
ORGPROF-1304466011,J24 - Essentials Jakkur
ORGPROF-1304466280,J24 - Essentials Kodichikkanahalli
ORGPROF-1304466299,J24 - Essentials Banashankari
ORGPROF-1304466966,J24 - Essentials Kengeri (Shambhavi Street)
ORGPROF-1304466969,J24 - Essentials Kengeri (Satellite Town)
ORGPROF-1304467107,J24 - Essentials BTM Layout
ORGPROF-1304467184,J24 - Essentials Isha Misty Green Apartment
ORGPROF-1304467359,J24 - Essentials Chikkabanavar
ORGPROF-1304467524,J24 - Essentials Nagarbhavi
ORGPROF-1304467580,J24 - Essentials Neeladri Road
ORGPROF-1304467583,J24 - Essentials Hegganahalli
ORGPROF-1304467660,J24 - Essentials Kattigenahalli
ORGPROF-1304467883,J24 - Essentials Uttarahalli
ORGPROF-1304465969,J24 - Essentials Horamavu
ORGPROF-1304465984,J24 - Essentials JHBCS Layout (Kumaraswamy Layout)
ORGPROF-1304466008,J24 - Essentials Attiguppe
ORGPROF-1304466031,J24 - Essentials ISRO Layout
ORGPROF-1304466126,J24 - Essentials Bagalakunte
ORGPROF-1304466127,J24 - Essentials Kaggadasapura
ORGPROF-1304466312,J24 - Essentials Seegehalli
ORGPROF-1304466313,J24 - Essentials HMT Layout
ORGPROF-1304466315,J24 - Essentials Telecom Layout
ORGPROF-1304466508,J24 - Essentials Bapuji Nagar
ORGPROF-1304466511,J24 - Essentials Surya Nagar
ORGPROF-1304466699,J24 - Essentials Margondanahalli
ORGPROF-1304466780,J24 - Essentials KR Puram 2
ORGPROF-1304466781,J24 - Essentials Attur
ORGPROF-1304466880,J24 - Essentials Vidyaranyapura 2 (CB Halli Store)
ORGPROF-1304466881,J24 - Essentials VBHC
ORGPROF-1304466937,J24 - Essentials Vidyaranyapura (Muneshwara Layout)
ORGPROF-1304466471,J24 - Essentials Celebrity Paradise Layout
ORGPROF-1304466516,J24 - Essentials Vijayanagara Canara Bank Colony
ORGPROF-1304466526,J24 - Essentials Earappa Reddy Layout
ORGPROF-1304466528,J24 - Essentials Doctor Layout
ORGPROF-1304466917,J24 - Essentials Hongasandra
ORGPROF-1304469236,Prathap Test
ORGPROF-1304469237,Purushotham  Test
ORGPROF-1304469234,(Liquidation discard Bhubaneswar)
ORGPROF-1304469235,Houzz India 
ORGPROF-1304469233,One Suite Techolgies Ltd
ORGPROF-1304469134,ESPEE INCORPORATION 
ORGPROF-1304469135,SRI SRINIVASA MARKETING - Hyderabad
ORGPROF-1304469132,LT FOODS LIMITED
ORGPROF-1304469133,M/S LEO AGENCIES - Lucknow
ORGPROF-1304469130,SRI SIVARUDRA TRADING - Hyderabad
ORGPROF-1304469131,MS SATHVIK AGRO FOOD INDUSTRIES PRIVATE LIMITED - Hyderabad
ORGPROF-1304469128,Bangalore Cloth Bags
ORGPROF-1304469232,Santhrupthi Industries - Bengaluru
ORGPROF-1304469129,KK TRADERS
ORGPROF-1304469126,Shrinivasa Milk Parlour 
ORGPROF-1304469124,Orchid Enterprises 
ORGPROF-1304469127,S D ENTERPRISES
ORGPROF-1304469125,Plantbyte Foods And Nutrition Private Limited 
ORGPROF-1304469122,SHREYAS ENTERPRISES 
ORGPROF-1304469120,Catalog 
ORGPROF-1304469123,Egg
ORGPROF-1304469121,New Bangalore Egg Center Dealers
ORGPROF-1304469150,Heera Packaging
ORGPROF-1304469151,Asal FOOD PRODUCTS PRIVATE LIMITED 
ORGPROF-1304469148,M/S RR ENTERPRISES - Hyderabad
ORGPROF-1304469149,SAVITRI ENTERPRISES - Patna
ORGPROF-1304469146,KALLATH TRADING
ORGPROF-1304469147,Lakda Dal And Besan Utpadan Kendra
ORGPROF-1304469144,Sri Raghavendra Distributor 
ORGPROF-1304469145,N S Associates
ORGPROF-1304469142,Shree Enterprises 
ORGPROF-1304469143,Dodla Milk Parlour 
ORGPROF-1304476766,Sri Bhagyalakshmi Commercial Corporation
ORGPROF-1304469138,Dayananda
ORGPROF-1304469140,GANNU ENTERPRISES
ORGPROF-1304469141,Naveen
ORGPROF-1304469136,ESWARAIAH 
ORGPROF-1304469137,PERFETTI VAN MALLE INDIA PVT LTD - Ahmedabad
ORGPROF-1304469166,PERFETTI VAN MELLE INDIA PVT LTD. - Bhubaneswar
ORGPROF-1304469167,M/S SHANDILYA ENTERPRISES - Ranchi
ORGPROF-1304469162,RAM BILAS AND SONS - Lucknow
ORGPROF-1304469164,Gaurav Traders - Jaipur
ORGPROF-1304469165,M/S SRI KRISHNA ENTERPRISES - Hyderabad
ORGPROF-1304469160,Essentials Neeladri Road
ORGPROF-1304469161,M/S MANAV AGENCIES - Lucknow
ORGPROF-1304469163,M/S MANNI LAL MEDICAL AGENCIES - Lucknow
ORGPROF-1304469158,SHREE BALAJI TRADERS - New Delhi
ORGPROF-1304469159,Cuttack Match Supply Co - Bhubaneswar
ORGPROF-1304469156,Maruti enterprise - Ahmedabad
ORGPROF-1304469157,MARS INTERNATIONAL INDIA PVT LTD - Ahmedabad
ORGPROF-1304469154,Mars International India Private Limited - Bhubaneswar
ORGPROF-1304469152,MAHARASHTRA DALL INDUSTRIES
ORGPROF-1304469155,Springflow Salescorp Pvt Ltd
ORGPROF-1304466954,J24 - AZ Daily
ORGPROF-1304478933,J24 - Mayura super market
ORGPROF-1304469153,Charantest 1
ORGPROF-1304469182,Abhijith
ORGPROF-1304469183,SHIVARAJU TEXT 
ORGPROF-1304469180,IMPACT PUREWAY MARKETING LLP
ORGPROF-1304466295,J24 - Essentials Jakkasandra
ORGPROF-1304469178,SRI MAHALAKSHMI COMMERCIALS
ORGPROF-1304469181,Customer Returns 
ORGPROF-1304469179,NN DISTRIBUTERS
